STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
Odisha,Mayurbhanj,2014,139,126,32,324,21,270,0
Odisha,Nayagarh,2014,23,33,7,37,2,23,0
Odisha,Nabarangpur,2014,73,97,1,194,12,93,0
Odisha,Nuapada,2014,26,42,5,136,4,91,0
Odisha,Puri,2014,68,123,32,151,7,176,0
Odisha,Rayagada,2014,59,64,0,102,5,121,0
Odisha,Rourkela,2014,73,67,4,174,11,139,0
Odisha,Sambalpur,2014,81,63,10,108,9,44,0
Odisha,Sonepur,2014,18,23,4,46,0,29,0
Odisha,SRP (Cuttack),2014,0,2,0,9,1,1,0
Odisha,SRP (Rourkela),2014,1,3,0,10,1,0,0
Odisha,Sundargarh,2014,49,35,12,94,1,84,0
Odisha,Total District(s),2014,1978,2436,441,5543,379,3114,0
Punjab,Amritsar Rural,2014,31,83,6,78,0,53,0
Punjab,Barnala,2014,31,25,0,17,0,27,0
Punjab,Batala,2014,30,34,3,36,0,37,0
Punjab,Bathinda,2014,56,49,5,77,0,74,0
Punjab,CP Amritsar,2014,34,56,3,45,2,150,0
Punjab,CP Jalandhar,2014,49,77,1,77,2,106,0
Punjab,CP Ludhiana,2014,111,246,5,98,19,158,0
Punjab,Faridkot,2014,24,10,1,16,0,16,0
Punjab,Fatehgarh Sahib,2014,26,15,4,22,0,28,0
Punjab,Fazilka,2014,52,28,4,18,0,59,0
Punjab,Ferozepur,2014,55,17,3,31,0,45,0
Punjab,G. R. P.,2014,1,0,0,3,0,0,0
Punjab,Gurdaspur,2014,26,19,2,37,0,47,0
Punjab,Hoshiarpur,2014,43,52,7,41,2,93,0
Punjab,Jalandhar Rural,2014,31,34,2,37,0,32,0
Punjab,Kapurthala,2014,29,29,3,33,1,58,0
Punjab,Khanna,2014,23,37,3,34,0,38,0
Punjab,Ludhiana Rural,2014,14,41,3,22,0,30,0
Punjab,Mansa,2014,22,8,5,22,2,39,0
Punjab,Moga,2014,29,29,0,39,2,27,0
Punjab,Muktsar,2014,29,26,1,24,1,26,0
Punjab,Pathankot,2014,11,6,4,11,0,80,0
Punjab,Patiala,2014,38,51,4,66,1,175,0
Punjab,Ropar,2014,21,33,2,52,2,37,0
Punjab,Sangrur,2014,57,46,7,54,0,85,0
Punjab,SAS Nagar,2014,59,75,5,57,0,74,0
Punjab,SBS Nagar,2014,20,14,2,18,1,35,0
Punjab,Tarn Taran,2014,29,36,5,48,0,52,0
Punjab,Total District(s),2014,981,1176,90,1113,35,1681,0
Rajasthan,Ajmer,2014,130,162,10,181,0,844,0
Rajasthan,Alwar,2014,299,247,33,256,0,720,0
Rajasthan,Banswara,2014,146,136,6,103,0,198,0
Rajasthan,Baran,2014,67,156,5,212,0,342,0
Rajasthan,Barmer,2014,93,42,26,272,0,270,0
Rajasthan,Bharatpur,2014,219,187,36,145,0,606,0
Rajasthan,Bhilwara,2014,54,109,8,173,0,965,0
Rajasthan,Bikaner,2014,75,71,15,89,0,584,0
Rajasthan,Bundi,2014,80,119,4,179,0,325,0
Rajasthan,Chittorgarh,2014,104,180,2,145,2,641,0
Rajasthan,Churu,2014,72,58,7,45,0,414,0
Rajasthan,Dausa,2014,37,88,5,150,0,234,0
Rajasthan,Dholpur,2014,78,68,21,43,0,249,0
Rajasthan,Dungarpur,2014,110,131,13,154,0,187,0
Rajasthan,G.R.P.Ajmer,2014,3,8,1,5,2,0,0
Rajasthan,G.R.P.Jodhpur,2014,1,1,0,7,0,0,0
Rajasthan,Ganganagar,2014,180,129,17,147,2,923,0
Rajasthan,Hanumangarh,2014,135,72,11,124,0,599,0
Rajasthan,Jaipur East,2014,73,126,8,165,0,313,0
Rajasthan,Jaipur North,2014,42,104,4,75,0,296,0
Rajasthan,Jaipur Rural,2014,80,128,13,183,0,256,0
Rajasthan,Jaipur South,2014,56,90,8,97,0,210,0
Rajasthan,Jaipur West,2014,92,118,13,118,0,336,0
Rajasthan,Jaisalmer,2014,10,10,5,94,0,48,0
Rajasthan,Jalore,2014,43,57,9,104,0,183,0
Rajasthan,Jhalawar,2014,138,153,11,296,2,524,0
Rajasthan,Jhunjhunu,2014,79,89,12,53,0,361,0
Rajasthan,Jodhpur East,2014,25,28,2,97,3,218,0
Rajasthan,Jodhpur West,2014,46,49,0,117,0,165,0
Rajasthan,Jodhpur Rural,2014,43,43,6,115,0,210,0
Rajasthan,Karauli,2014,49,84,14,104,0,214,0
Rajasthan,Kota City,2014,100,137,3,102,0,538,0
Rajasthan,Kota Rural,2014,60,75,2,186,0,271,0
Rajasthan,Nagaur,2014,102,110,8,94,0,516,0
Rajasthan,Pali,2014,107,161,21,341,0,516,0
Rajasthan,Pratapgarh,2014,202,142,12,305,0,322,0
Rajasthan,Rajsamand,2014,48,72,6,81,0,290,0
Rajasthan,Sawai Madhopur,2014,70,83,0,96,0,297,0
Rajasthan,Sikar,2014,79,149,14,60,0,405,0
Rajasthan,Sirohi,2014,51,62,4,78,1,276,0
Rajasthan,Tonk,2014,52,75,5,129,3,316,0
Rajasthan,Udaipur,2014,229,312,8,479,3,723,0
Rajasthan,Total District(s),2014,3759,4421,408,5999,18,15905,0
Sikkim,East,2014,16,9,0,15,0,4,0
Sikkim,North,2014,2,0,0,1,0,1,0
Sikkim,South,2014,15,2,0,13,3,0,0
Sikkim,West,2014,14,1,0,5,0,0,0
Sikkim,CID,2014,0,0,0,0,0,0,0
Sikkim,Total District(s),2014,47,12,0,34,3,5,0
Tamil Nadu,Ariyalur,2014,6,14,2,23,0,7,0
Tamil Nadu,Chennai,2014,65,23,10,59,157,302,0
Tamil Nadu,Coimbatore,2014,7,35,0,21,0,47,0
Tamil Nadu,Coimbatore City,2014,5,6,0,8,0,63,0
Tamil Nadu,Cuddalore,2014,14,83,5,3,0,39,0
Tamil Nadu,Dharmapuri,2014,11,136,2,26,0,32,0
Tamil Nadu,Dindigul,2014,15,112,4,29,0,119,0
Tamil Nadu,Erode,2014,0,25,0,19,0,26,0
Tamil Nadu,Kanchipuram,2014,16,14,2,8,1,19,0
Tamil Nadu,Kanyakumari,2014,7,15,2,3,0,56,0
Tamil Nadu,Karur,2014,1,15,1,20,0,9,0
Tamil Nadu,Krishnagiri,2014,13,68,4,34,1,29,0
Tamil Nadu,Madurai,2014,37,167,5,79,10,326,0
Tamil Nadu,Madurai City,2014,6,23,1,22,1,69,0
Tamil Nadu,Nagapattinam,2014,16,38,0,14,28,22,0
Tamil Nadu,Namakkal,2014,0,21,0,48,3,11,0
Tamil Nadu,Nilgiris,2014,6,5,0,12,1,5,0
Tamil Nadu,Perambalur,2014,7,4,1,26,0,13,0
Tamil Nadu,Pudukottai,2014,3,47,2,29,0,44,0
Tamil Nadu,Ramnathapuram,2014,8,28,3,12,0,24,0
Tamil Nadu,Railway Chennai,2014,1,0,0,4,0,0,0
Tamil Nadu,Railway Trichy,2014,0,0,0,0,0,0,0
Tamil Nadu,Salem,2014,6,43,7,46,0,22,0
Tamil Nadu,Salem City,2014,5,15,1,12,21,33,0
Tamil Nadu,Sivagangai,2014,15,37,3,13,0,51,0
Tamil Nadu,Thanjavur,2014,8,24,0,62,0,31,0
Tamil Nadu,Theni,2014,8,45,6,30,0,58,0
Tamil Nadu,Thirunelveli,2014,36,46,5,47,0,147,0
Tamil Nadu,Thirunelveli City,2014,6,3,0,3,0,19,0
Tamil Nadu,Thiruvallur,2014,8,9,4,2,2,15,0
Tamil Nadu,Thiruvannamalai,2014,16,49,6,14,0,35,0
Tamil Nadu,Thiruvarur,2014,2,23,1,2,1,7,0
Tamil Nadu,Thoothukudi,2014,16,12,0,44,0,73,0
Tamil Nadu,Tiruppur,2014,6,50,3,15,0,33,0
Tamil Nadu,Tiruppur City,2014,5,14,0,7,0,22,0
Tamil Nadu,Trichy,2014,8,30,2,51,0,48,0
Tamil Nadu,Trichy City,2014,3,1,0,10,3,27,0
Tamil Nadu,Vellore,2014,12,78,3,44,0,110,0
Tamil Nadu,Villupuram,2014,38,125,7,176,0,81,0
Tamil Nadu,Virudhunagar,2014,13,19,3,25,0,29,0
Tamil Nadu,Cyber Cell,2014,0,0,0,0,0,0,0
Tamil Nadu,Other Units,2014,0,0,0,0,0,0,0
Tamil Nadu,Total District(s),2014,455,1502,95,1102,229,2103,0
Telangana,Adilabad,2014,42,39,16,244,83,384,0
Telangana,Cyberabad,2014,139,90,48,376,271,1329,0
Telangana,Hyderabad City,2014,126,175,22,393,87,1289,0
Telangana,Karimnagar,2014,66,85,34,373,70,737,0
Telangana,Khammam,2014,102,62,18,351,133,530,0
Telangana,Mahaboob Nagar,2014,169,50,30,242,47,209,0
Telangana,Medak,2014,60,35,34,211,47,346,0
Telangana,Nalgonda,2014,126,36,23,447,174,262,0
Telangana,Nizamabad,2014,36,27,25,163,145,658,0
Telangana,Ranga Reddy,2014,51,34,10,83,18,192,0
Telangana,Secunderabad Railway,2014,2,1,0,5,0,0,0
Telangana,Warangal Rural,2014,41,44,17,186,20,218,0
Telangana,Warangal City,2014,19,33,12,114,47,215,0
Telangana,Total District(s),2014,979,711,289,3188,1142,6369,0
Tripura,Dhalai,2014,34,5,1,49,0,41,0
Tripura,Gomati,2014,32,22,9,51,0,135,0
Tripura,G. R. P.,2014,0,0,0,2,0,0,0
Tripura,Kowai,2014,15,4,8,36,0,25,0
Tripura,North,2014,26,12,6,41,0,79,0
Tripura,Sipahijala,2014,19,11,1,76,0,86,0
Tripura,South,2014,20,8,4,47,0,94,0
Tripura,Unakoti,2014,24,11,1,29,2,50,0
Tripura,West,2014,69,29,3,161,9,192,0
Tripura,Total District(s),2014,239,102,33,492,11,702,0
Uttar Pradesh,Agra,2014,77,347,87,281,0,389,0
Uttar Pradesh,Aligarh,2014,112,404,69,307,0,455,0
Uttar Pradesh,Allahabad,2014,109,268,53,309,4,355,0
Uttar Pradesh,Ambedkar Nagar,2014,20,58,11,16,0,41,0
Uttar Pradesh,Amethi,2014,27,104,15,78,0,47,0
Uttar Pradesh,Amroha,2014,35,107,23,81,0,224,0
Uttar Pradesh,Auraiya,2014,21,91,34,73,0,151,0
Uttar Pradesh,Azamgarh,2014,42,144,34,102,0,158,0
Uttar Pradesh,Badaun,2014,71,153,56,148,0,62,0
Uttar Pradesh,Baghpat,2014,35,86,14,96,0,90,0
Uttar Pradesh,Bahraich,2014,68,178,51,45,0,0,0
Uttar Pradesh,Ballia,2014,21,89,24,71,2,95,0
Uttar Pradesh,Balrampur,2014,19,60,13,28,0,2,0
Uttar Pradesh,Banda,2014,71,109,39,185,0,96,0
Uttar Pradesh,Barabanki,2014,35,63,25,51,0,36,0
Uttar Pradesh,Bareilly,2014,76,316,74,252,0,139,0
Uttar Pradesh,Basti,2014,15,52,15,27,0,40,0
Uttar Pradesh,Bijnor,2014,80,164,26,175,0,0,0
Uttar Pradesh,Bulandshahar,2014,82,228,55,239,1,0,0
Uttar Pradesh,Chandoli,2014,26,68,20,92,0,113,0
Uttar Pradesh,Chitrakoot,2014,23,34,23,56,0,12,0
Uttar Pradesh,Deoria,2014,35,114,31,68,0,6,0
Uttar Pradesh,Etah,2014,54,143,42,114,2,120,0
Uttar Pradesh,Etawah,2014,30,122,31,80,0,104,0
Uttar Pradesh,Faizabad,2014,37,117,13,91,0,8,0
Uttar Pradesh,Fatehgarh,2014,19,126,39,38,0,121,0
Uttar Pradesh,Fatehpur,2014,58,121,43,101,0,93,0
Uttar Pradesh,Firozabad,2014,61,245,55,131,0,146,0
Uttar Pradesh,G. R. P.,2014,5,21,1,64,0,0,0
Uttar Pradesh,Gautambudh Nagar,2014,54,150,35,161,7,198,0
Uttar Pradesh,Ghaziabad,2014,118,391,38,283,3,575,0
Uttar Pradesh,Ghazipur,2014,24,102,31,69,0,67,0
Uttar Pradesh,Gonda,2014,37,126,28,56,0,12,0
Uttar Pradesh,Gorakhpur,2014,92,271,58,132,0,223,0
Uttar Pradesh,Hamirpur,2014,29,55,26,97,1,42,0
Uttar Pradesh,Hapur,2014,46,69,16,62,0,70,0
Uttar Pradesh,Hardoi,2014,39,162,40,93,0,140,0
Uttar Pradesh,Hathras,2014,60,127,24,121,1,103,0
Uttar Pradesh,Jalaun,2014,12,54,30,44,0,41,0
Uttar Pradesh,Jaunpur,2014,50,125,47,62,0,49,0
Uttar Pradesh,Jhansi,2014,28,84,33,85,0,119,0
Uttar Pradesh,Kannauj,2014,22,92,31,98,0,89,0
Uttar Pradesh,Kanpur Dehat,2014,20,151,35,95,0,144,0
Uttar Pradesh,Kanpur Nagar,2014,78,413,73,261,1,594,0
Uttar Pradesh,Kasganj,2014,19,96,29,58,0,21,0
Uttar Pradesh,Kaushambi,2014,14,81,27,120,0,86,0
Uttar Pradesh,Khiri,2014,49,195,51,107,0,135,0
Uttar Pradesh,Kushi Nagar,2014,22,136,31,53,0,50,0
Uttar Pradesh,Lalitpur,2014,25,27,12,38,0,19,0
Uttar Pradesh,Lucknow,2014,68,370,52,392,0,1083,0
Uttar Pradesh,Maharajganj,2014,32,100,26,29,0,68,0
Uttar Pradesh,Mahoba,2014,22,52,14,62,1,22,0
Uttar Pradesh,Mainpuri,2014,23,127,37,69,0,74,0
Uttar Pradesh,Mathura,2014,73,158,48,114,0,267,0
Uttar Pradesh,Mau,2014,25,84,16,51,1,81,0
Uttar Pradesh,Meerut,2014,93,293,53,412,0,520,0
Uttar Pradesh,Mirzapur,2014,19,12,26,10,0,28,0
Uttar Pradesh,Moradabad,2014,89,166,36,189,1,403,0
Uttar Pradesh,Muzaffarnagar,2014,37,194,17,148,0,168,0
Uttar Pradesh,Pilibhit,2014,69,121,25,107,0,179,0
Uttar Pradesh,Pratapgarh,2014,68,172,21,165,0,184,0
Uttar Pradesh,Raibareilly,2014,48,111,27,69,0,38,0
Uttar Pradesh,Rampur,2014,34,94,18,54,0,121,0
Uttar Pradesh,Saharanpur,2014,73,220,28,167,0,194,0
Uttar Pradesh,Sambhal,2014,48,124,26,72,0,106,0
Uttar Pradesh,Sant Kabirnagar,2014,23,39,11,25,0,0,0
Uttar Pradesh,Shahjahanpur,2014,83,193,61,181,1,127,0
Uttar Pradesh,Shamli,2014,32,78,18,58,0,87,0
Uttar Pradesh,Shrawasti,2014,5,35,9,31,0,0,0
Uttar Pradesh,Sidharthnagar,2014,20,57,20,27,0,46,0
Uttar Pradesh,Sitapur,2014,74,214,46,163,0,180,0
Uttar Pradesh,Sonbhadra,2014,26,20,6,24,0,13,0
Uttar Pradesh,Bhadohi,2014,19,33,23,12,0,41,0
Uttar Pradesh,Sultanpur,2014,46,141,21,67,0,68,0
Uttar Pradesh,Unnao,2014,69,235,31,237,0,218,0
Uttar Pradesh,Varanasi,2014,47,144,42,176,3,275,0
Uttar Pradesh,Total District(s),2014,3467,10626,2469,8605,29,10471,0
Uttarakhand,Almora,2014,6,22,1,4,1,5,0
Uttarakhand,Bageshwar,2014,3,0,0,4,0,2,0
Uttarakhand,Chamoli,2014,4,7,1,9,0,3,0
Uttarakhand,Champawat,2014,8,0,0,5,0,7,0
Uttarakhand,Dehradun,2014,55,12,10,80,1,149,0
Uttarakhand,Haridwar,2014,73,59,0,99,0,0,0
Uttarakhand,Nainital,2014,36,54,5,38,0,31,0
Uttarakhand,Pauri Garhwal,2014,8,30,7,12,1,9,0
Uttarakhand,Pithoragarh,2014,8,1,3,9,0,7,0
Uttarakhand,Rudra Prayag,2014,4,7,1,9,0,2,0
Uttarakhand,Tehri Garhwal,2014,7,13,0,0,0,7,0
Uttarakhand,Udhamsingh Nagar,2014,49,65,10,67,0,71,0
Uttarakhand,Uttarkashi,2014,9,5,0,7,1,8,0
Uttarakhand,Total District(s),2014,270,275,38,343,4,301,0
West Bengal,North 24 Parganas,2014,98,507,66,319,50,2027,0
West Bengal,South 24 Parganas,2014,140,604,51,305,14,3504,0
West Bengal,Alipurduar,2014,58,124,2,83,6,328,0
West Bengal,Asansol-Durgapur PC,2014,16,81,28,158,1,490,0
West Bengal,Bankura,2014,35,54,18,121,0,315,0
West Bengal,Barrackpur PC,2014,27,216,21,197,2,1190,0
West Bengal,Bidhannagar PC,2014,6,82,6,95,9,363,0
West Bengal,Birbhum,2014,33,80,8,97,0,412,0
West Bengal,Burdwan,2014,54,154,12,224,0,707,0
West Bengal,Coochbehar,2014,65,251,21,147,3,696,0
West Bengal,Dakshin Dinajpur,2014,29,141,13,51,5,356,0
West Bengal,Darjeeling,2014,11,47,0,95,3,215,0
West Bengal,Hooghly,2014,45,213,34,222,6,1338,0
West Bengal,Howrah G. R. P.,2014,0,1,1,13,0,0,0
West Bengal,Howrah PC,2014,21,94,4,305,25,547,0
West Bengal,Howrah Rural,2014,31,140,5,180,3,793,0
West Bengal,Jalpaiguri,2014,64,195,16,199,1,518,0
West Bengal,Jhargram Police District,2014,16,15,3,69,1,94,0
West Bengal,Kharagpur G. R. P.,2014,0,2,0,6,0,0,0
West Bengal,Kolkata,2014,36,220,12,577,286,1141,2
West Bengal,Malda,2014,87,201,30,273,29,721,0
West Bengal,Murshidabad,2014,252,457,36,523,16,2439,0
West Bengal,Nadia,2014,106,336,50,181,8,1827,1
West Bengal,Paschim Medinipur,2014,38,165,21,556,34,872,0
West Bengal,Purab Medinipur,2014,53,208,27,157,6,974,1
West Bengal,Purulia,2014,24,34,4,140,1,186,0
West Bengal,Sealdah G. R. P.,2014,5,10,1,46,4,1,0
West Bengal,Siliguri G. R. P.,2014,1,4,0,9,0,0,0
West Bengal,Siliguri PC,2014,29,75,2,165,17,447,0
West Bengal,Uttar Dinajpur,2014,86,265,9,157,13,777,0
West Bengal,Total District(s),2014,1466,4976,501,5670,543,23278,4
A & N Islands,South Andaman,2014,19,9,3,27,4,10,0
A & N Islands,North & Middle Andaman,2014,11,8,0,14,1,4,0
A & N Islands,Nicobar,2014,2,0,0,0,0,0,0
A & N Islands,Total District(s),2014,32,17,3,41,5,14,0
Chandigarh,Chandigarh,2014,59,133,2,87,2,141,0
Chandigarh,Total District(s),2014,59,133,2,87,2,141,0
D&N Haveli,D&N Haveli,2014,5,7,0,2,1,6,0
D&N Haveli,Total District(s),2014,5,7,0,2,1,6,0
Daman & Diu,Daman,2014,2,1,0,2,0,1,0
Daman & Diu,Diu,2014,0,0,0,1,0,0,0
Daman & Diu,Total District(s),2014,2,1,0,3,0,1,0
Delhi UT,Central,2014,91,169,7,212,37,99,0
Delhi UT,Crime Branch,2014,1,1,0,1,0,0,0
Delhi UT,East,2014,230,346,15,446,114,477,0
Delhi UT,EOW,2014,0,0,0,2,0,0,0
Delhi UT,IGI Airport,2014,0,0,0,12,4,0,0
Delhi UT,Metro,2014,1,2,0,28,3,0,0
Delhi UT,New Delhi,2014,20,25,2,56,18,15,0
Delhi UT,North,2014,60,149,6,180,18,117,0
Delhi UT,North-East,2014,237,578,27,492,50,349,0
Delhi UT,North-West,2014,165,354,14,404,51,246,0
Delhi UT,Outer,2014,259,688,22,428,146,521,0
Delhi UT,RAILWAY,2014,1,8,0,19,1,0,0
Delhi UT,South,2014,280,369,6,595,665,143,0
Delhi UT,South-East,2014,266,402,24,469,123,312,0
Delhi UT,South-West,2014,234,397,17,494,68,318,0
Delhi UT,Spl Cell,2014,0,0,0,0,0,0,0
Delhi UT,SPUWAC,2014,0,0,0,0,0,160,0
Delhi UT,Vigilance,2014,0,0,0,0,0,0,0
Delhi UT,West,2014,251,546,13,484,63,416,0
Delhi UT,Total District(s),2014,2096,4034,153,4322,1361,3173,0
Lakshadweep,Lakshadweep,2014,1,0,0,1,2,0,0
Lakshadweep,Total District(s),2014,1,0,0,1,2,0,0
Puducherry,Karaikal,2014,3,1,0,12,1,1,0
Puducherry,Puducherry,2014,7,6,1,20,7,3,0
Puducherry,Total District(s),2014,10,7,1,32,8,4,0
